id,name
1,知床半島
2,石狩山地
3,大雪山系
4,十勝岳連峰
5,日高山脈
6,奥羽山脈
7,北上山地
8,出羽山地
9,朝日連峰
10,飯豊山地
11,吾妻連峰
12,越後山脈
13,那須連山
14,八溝山地
15,尾瀬
16,日光連山
17,足尾山地
18,三国山脈
19,頸城山塊
20,戸隠連峰
21,秩父山地
22,奥秩父山塊
23,丹沢山地
24,伊豆半島
25,飛騨山脈 (北アルプス)
26,後立山連峰
27,立山連峰
28,美ヶ原
29,霧ヶ峰
30,八ヶ岳連峰
31,木曽山脈 (中央アルプス)
32,赤石山脈 (南アルプス)
33,両白山地
34,越美山地
35,伊吹山地
36,台高山脈
37,紀伊山地
38,大峰山脈
39,四国山地
40,くじゅう連山
41,九州山地
42,阿蘇山
43,霧島連山
44,屋久島
